ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
351,20201005,20201017,20201012,11919,SO45857,3374.99
350,20201005,20201017,20201012,11952,SO45858,3374.99
314,20201006,20201018,20201013,12754,SO45859,3578.27
312,20201006,20201018,20201013,23829,SO45860,3578.27
311,20201006,20201018,20201013,12650,SO45861,3578.27
312,20201007,20201019,20201014,14827,SO45862,3578.27
314,20201007,20201019,20201014,11873,SO45863,3578.27
311,20201007,20201019,20201014,19968,SO45864,3578.27
312,20201007,20201019,20201014,20157,SO45865,3578.27
310,20201007,20201019,20201014,15621,SO45866,3578.27
312,20201008,20201020,20201015,11772,SO45867,3578.27
310,20201008,20201020,20201015,14819,SO45868,3578.27
310,20201008,20201020,20201015,14822,SO45869,3578.27
349,20201008,20201020,20201015,26012,SO45870,3374.99
326,20201008,20201020,20201015,25919,SO45871,699.0982
347,20201009,20201021,20201016,11249,SO45872,3399.99
314,20201009,20201021,20201016,11925,SO45873,3578.27
351,20201009,20201021,20201016,20007,SO45874,3374.99
310,20201009,20201021,20201016,20242,SO45875,3578.27
314,20201009,20201021,20201016,19975,SO45876,3578.27
351,20201009,20201021,20201016,11910,SO45877,3374.99
310,20201010,20201022,20201017,12750,SO45878,3578.27
338,20201010,20201022,20201017,19443,SO45879,699.0982
313,20201010,20201022,20201017,11707,SO45880,3578.27
310,20201010,20201022,20201017,23397,SO45881,3578.27
312,20201010,20201022,20201017,11745,SO45882,3578.27
313,20201010,20201022,20201017,11799,SO45883,3578.27
313,20201010,20201022,20201017,11678,SO45884,3578.27
313,20201010,20201022,20201017,12655,SO45885,3578.27
348,20201010,20201022,20201017,26042,SO45886,3374.99
330,20201010,20201022,20201017,14880,SO45887,699.0982
310,20201010,20201022,20201017,20217,SO45888,3578.27
350,20201010,20201022,20201017,11920,SO45889,3374.99
349,20201011,20201023,20201018,11338,SO45890,3374.99
346,20201011,20201023,20201018,11380,SO45891,3399.99
312,20201011,20201023,20201018,20226,SO45892,3578.27
313,20201011,20201023,20201018,23842,SO45893,3578.27
332,20201012,20201024,20201019,19450,SO45894,699.0982
311,20201012,20201024,20201019,11727,SO45895,3578.27
311,20201012,20201024,20201019,12632,SO45896,3578.27
313,20201013,20201025,20201020,11933,SO45897,3578.27
310,20201013,20201025,20201020,23830,SO45898,3578.27
310,20201013,20201025,20201020,11817,SO45899,3578.27
312,20201013,20201025,20201020,11837,SO45900,3578.27
312,20201013,20201025,20201020,11665,SO45901,3578.27
314,20201013,20201025,20201020,15614,SO45902,3578.27
310,20201013,20201025,20201020,15619,SO45903,3578.27
311,20201013,20201025,20201020,20241,SO45904,3578.27
311,20201013,20201025,20201020,20152,SO45905,3578.27
312,20201013,20201025,20201020,20159,SO45906,3578.27
310,20201013,20201025,20201020,20214,SO45907,3578.27
347,20201013,20201025,20201020,11918,SO45908,3399.99
349,20201013,20201025,20201020,11947,SO45909,3374.99
311,20201014,20201026,20201021,11777,SO45910,3578.27
314,20201014,20201026,20201021,11797,SO45911,3578.27
312,20201014,20201026,20201021,23819,SO45912,3578.27
344,20201014,20201026,20201021,26014,SO45913,3399.99
349,20201014,20201026,20201021,11929,SO45914,3374.99
347,20201014,20201026,20201021,11930,SO45915,3399.99
346,20201014,20201026,20201021,11964,SO45916,3399.99
346,20201015,20201027,20201022,11332,SO45917,3399.99
313,20201015,20201027,20201022,11741,SO45918,3578.27
312,20201015,20201027,20201022,11780,SO45919,3578.27
311,20201015,20201027,20201022,23730,SO45920,3578.27
312,20201015,20201027,20201022,11798,SO45921,3578.27
314,20201015,20201027,20201022,23731,SO45922,3578.27
313,20201015,20201027,20201022,11811,SO45923,3578.27
310,20201015,20201027,20201022,14803,SO45924,3578.27
347,20201015,20201027,20201022,11942,SO45925,3399.99
311,20201016,20201028,20201023,23486,SO45926,3578.27
312,20201016,20201028,20201023,11796,SO45927,3578.27
313,20201016,20201028,20201023,11813,SO45928,3578.27
310,20201016,20201028,20201023,11825,SO45929,3578.27
328,20201016,20201028,20201023,18148,SO45930,699.0982
310,20201016,20201028,20201023,20249,SO45931,3578.27
310,20201016,20201028,20201023,20211,SO45932,3578.27
313,20201017,20201029,20201024,11779,SO45933,3578.27
313,20201017,20201029,20201024,11666,SO45934,3578.27
326,20201017,20201029,20201024,19439,SO45935,699.0982
349,20201017,20201029,20201024,26016,SO45936,3374.99
312,20201018,20201030,20201025,14824,SO45937,3578.27
311,20201018,20201030,20201025,11654,SO45938,3578.27
334,20201018,20201030,20201025,14757,SO45939,699.0982
313,20201018,20201030,20201025,20244,SO45940,3578.27
310,20201018,20201030,20201025,19978,SO45941,3578.27
312,20201018,20201030,20201025,20219,SO45942,3578.27
310,20201018,20201030,20201025,20221,SO45943,3578.27
312,20201018,20201030,20201025,20225,SO45944,3578.27
324,20201018,20201030,20201025,25920,SO45945,699.0982
350,20201018,20201030,20201025,11914,SO45946,3374.99
351,20201018,20201030,20201025,11943,SO45947,3374.99
342,20201019,20201031,20201026,14879,SO45948,699.0982
310,20201019,20201031,20201026,19970,SO45949,3578.27
312,20201019,20201031,20201026,19974,SO45950,3578.27
348,20201019,20201031,20201026,11944,SO45951,3374.99
347,20201019,20201031,20201026,11969,SO45952,3399.99
314,20201020,20201101,20201027,23859,SO45953,3578.27
314,20201020,20201101,20201027,11810,SO45954,3578.27
344,20201020,20201101,20201027,26055,SO45955,3399.99
312,20201020,20201101,20201027,19979,SO45956,3578.27
312,20201021,20201102,20201028,11809,SO45957,3578.27
311,20201021,20201102,20201028,11818,SO45958,3578.27
311,20201021,20201102,20201028,11872,SO45959,3578.27
314,20201021,20201102,20201028,11671,SO45960,3578.27
312,20201021,20201102,20201028,12717,SO45961,3578.27
310,20201021,20201102,20201028,20227,SO45962,3578.27
310,20201021,20201102,20201028,20238,SO45963,3578.27
310,20201021,20201102,20201028,20215,SO45964,3578.27
320,20201021,20201102,20201028,25921,SO45965,699.0982
345,20201021,20201102,20201028,11946,SO45966,3399.99
326,20201022,20201103,20201029,19454,SO45967,699.0982
311,20201022,20201103,20201029,11834,SO45968,3578.27
310,20201022,20201103,20201029,20156,SO45969,3578.27
348,20201022,20201103,20201029,11963,SO45970,3374.99
345,20201023,20201104,20201030,11335,SO45971,3399.99
324,20201023,20201104,20201030,19472,SO45972,699.0982
313,20201023,20201104,20201030,11773,SO45973,3578.27
347,20201023,20201104,20201030,26018,SO45974,3399.99
324,20201023,20201104,20201030,14755,SO45975,699.0982
314,20201023,20201104,20201030,20239,SO45976,3578.27
313,20201023,20201104,20201030,20216,SO45977,3578.27
350,20201023,20201104,20201030,11967,SO45978,3374.99
311,20201024,20201105,20201031,15630,SO45979,3578.27
312,20201024,20201105,20201031,15631,SO45980,3578.27
310,20201024,20201105,20201031,12805,SO45981,3578.27
310,20201024,20201105,20201031,19977,SO45982,3578.27
314,20201025,20201106,20201101,14830,SO45983,3578.27
313,20201025,20201106,20201101,11690,SO45984,3578.27
314,20201025,20201106,20201101,11708,SO45985,3578.27
314,20201025,20201106,20201101,11743,SO45986,3578.27
310,20201025,20201106,20201101,11854,SO45987,3578.27
314,20201025,20201106,20201101,11675,SO45988,3578.27
311,20201025,20201106,20201101,12631,SO45989,3578.27
314,20201025,20201106,20201101,12711,SO45990,3578.27
351,20201025,20201106,20201101,11976,SO45991,3374.99
334,20201026,20201107,20201102,19451,SO45992,699.0982
313,20201026,20201107,20201102,11924,SO45993,3578.27
311,20201026,20201107,20201102,11774,SO45994,3578.27
310,20201026,20201107,20201102,23846,SO45995,3578.27
312,20201026,20201107,20201102,11839,SO45996,3578.27
324,20201026,20201107,20201102,14756,SO45997,699.0982
342,20201026,20201107,20201102,25918,SO45998,699.0982
311,20201027,20201108,20201103,23583,SO45999,3578.27
310,20201027,20201108,20201103,11778,SO46000,3578.27
310,20201027,20201108,20201103,23806,SO46001,3578.27
310,20201027,20201108,20201103,11826,SO46002,3578.27
312,20201027,20201108,20201103,11831,SO46003,3578.27
311,20201027,20201108,20201103,11664,SO46004,3578.27
312,20201027,20201108,20201103,12749,SO46005,3578.27
313,20201027,20201108,20201103,20236,SO46006,3578.27
312,20201027,20201108,20201103,20220,SO46007,3578.27
348,20201027,20201108,20201103,11912,SO46008,3374.99
344,20201027,20201108,20201103,11917,SO46009,3399.99
348,20201028,20201109,20201104,11488,SO46010,3374.99
351,20201028,20201109,20201104,11489,SO46011,3374.99
330,20201028,20201109,20201104,19453,SO46012,699.0982
311,20201028,20201109,20201104,11705,SO46013,3578.27
313,20201028,20201109,20201104,23396,SO46014,3578.27
313,20201028,20201109,20201104,23511,SO46015,3578.27
312,20201028,20201109,20201104,11885,SO46016,3578.27
314,20201028,20201109,20201104,11886,SO46017,3578.27
312,20201028,20201109,20201104,11663,SO46018,3578.27
340,20201028,20201109,20201104,14752,SO46019,699.0982
313,20201028,20201109,20201104,20228,SO46020,3578.27
314,20201028,20201109,20201104,19971,SO46021,3578.27
346,20201028,20201109,20201104,11968,SO46022,3399.99
310,20201029,20201110,20201105,12018,SO46108,3578.27
312,20201029,20201110,20201105,12167,SO46109,3578.27
311,20201029,20201110,20201105,12169,SO46110,3578.27
311,20201029,20201110,20201105,11937,SO46111,3578.27
312,20201029,20201110,20201105,11945,SO46112,3578.27
310,20201029,20201110,20201105,11955,SO46113,3578.27
313,20201029,20201110,20201105,12053,SO46114,3578.27
312,20201029,20201110,20201105,12104,SO46115,3578.27
332,20201029,20201110,20201105,14912,SO46116,699.0982
310,20201029,20201110,20201105,20446,SO46117,3578.27
314,20201029,20201110,20201105,20611,SO46118,3578.27
326,20201029,20201110,20201105,25927,SO46119,699.0982
313,20201030,20201111,20201106,12023,SO46120,3578.27
312,20201030,20201111,20201106,12069,SO46121,3578.27
313,20201030,20201111,20201106,24284,SO46122,3578.27
312,20201030,20201111,20201106,12152,SO46123,3578.27
311,20201030,20201111,20201106,20447,SO46124,3578.27
310,20201031,20201112,20201107,11956,SO46125,3578.27
334,20201031,20201112,20201107,14883,SO46126,699.0982
334,20201031,20201112,20201107,14895,SO46127,699.0982
314,20201031,20201112,20201107,14945,SO46128,3578.27
313,20201031,20201112,20201107,20420,SO46129,3578.27
311,20201101,20201113,20201108,12171,SO46130,3578.27
312,20201101,20201113,20201108,11954,SO46131,3578.27
314,20201101,20201113,20201108,23865,SO46132,3578.27
312,20201101,20201113,20201108,12105,SO46133,3578.27
312,20201101,20201113,20201108,20259,SO46134,3578.27
313,20201101,20201113,20201108,20416,SO46135,3578.27
312,20201101,20201113,20201108,20426,SO46136,3578.27
313,20201101,20201113,20201108,20600,SO46137,3578.27
311,20201101,20201113,20201108,13405,SO46138,3578.27
347,20201101,20201113,20201108,11977,SO46139,3399.99
350,20201101,20201113,20201108,11991,SO46140,3374.99
320,20201102,20201114,20201109,19501,SO46141,699.0982
311,20201102,20201114,20201109,24310,SO46142,3578.27
347,20201102,20201114,20201109,26090,SO46143,3399.99
350,20201102,20201114,20201109,26094,SO46144,3374.99
340,20201102,20201114,20201109,14881,SO46145,699.0982
345,20201103,20201115,20201110,11421,SO46146,3399.99
320,20201103,20201115,20201110,19476,SO46147,699.0982
310,20201103,20201115,20201110,12052,SO46148,3578.27
311,20201103,20201115,20201110,12120,SO46149,3578.27
336,20201103,20201115,20201110,20569,SO46150,699.0982
351,20201103,20201115,20201110,26082,SO46151,3374.99
314,20201103,20201115,20201110,20424,SO46152,3578.27
324,20201103,20201115,20201110,25928,SO46153,699.0982
349,20201103,20201115,20201110,11989,SO46154,3374.99
310,20201104,20201116,20201111,12076,SO46155,3578.27
314,20201104,20201116,20201111,12118,SO46156,3578.27
345,20201104,20201116,20201111,26056,SO46157,3399.99
320,20201104,20201116,20201111,25926,SO46158,699.0982
351,20201104,20201116,20201111,11996,SO46159,3374.99
351,20201105,20201117,20201112,11412,SO46160,3374.99
311,20201105,20201117,20201112,12819,SO46161,3578.27
313,20201105,20201117,20201112,12163,SO46162,3578.27
312,20201105,20201117,20201112,12042,SO46163,3578.27
312,20201105,20201117,20201112,12079,SO46164,3578.27
310,20201105,20201117,20201112,12141,SO46165,3578.27
313,20201105,20201117,20201112,15657,SO46166,3578.27
347,20201105,20201117,20201112,11997,SO46167,3399.99
334,20201105,20201117,20201112,25936,SO46168,699.0982
313,20201105,20201117,20201112,12094,SO46169,3578.27
312,20201106,20201118,20201113,12156,SO46170,3578.27
310,20201106,20201118,20201113,24342,SO46171,3578.27
310,20201106,20201118,20201113,12030,SO46172,3578.27
311,20201106,20201118,20201113,20283,SO46173,3578.27
311,20201106,20201118,20201113,20608,SO46174,3578.27
349,20201106,20201118,20201113,12003,SO46175,3374.99
349,20201107,20201119,20201114,11491,SO46176,3374.99
312,20201107,20201119,20201114,12102,SO46177,3578.27
334,20201107,20201119,20201114,25937,SO46178,699.0982
313,20201108,20201120,20201115,11983,SO46179,3578.27
310,20201108,20201120,20201115,12084,SO46180,3578.27
348,20201108,20201120,20201115,12004,SO46181,3374.99
346,20201108,20201120,20201115,11995,SO46182,3399.99
351,20201109,20201121,20201116,28492,SO46183,3374.99
311,20201109,20201121,20201116,14834,SO46184,3578.27
314,20201109,20201121,20201116,15632,SO46185,3578.27
310,20201109,20201121,20201116,12041,SO46186,3578.27
313,20201109,20201121,20201116,24235,SO46187,3578.27
310,20201109,20201121,20201116,20430,SO46188,3578.27
312,20201109,20201121,20201116,20606,SO46189,3578.27
312,20201109,20201121,20201116,15653,SO46190,3578.27
310,20201109,20201121,20201116,14956,SO46191,3578.27
314,20201110,20201122,20201117,12830,SO46192,3578.27
342,20201110,20201122,20201117,18634,SO46193,699.0982
313,20201110,20201122,20201117,11939,SO46194,3578.27
314,20201110,20201122,20201117,12027,SO46195,3578.27
310,20201110,20201122,20201117,12109,SO46196,3578.27
347,20201110,20201122,20201117,26061,SO46197,3399.99
344,20201110,20201122,20201117,26089,SO46198,3399.99
314,20201110,20201122,20201117,20256,SO46199,3578.27
310,20201110,20201122,20201117,20260,SO46200,3578.27
314,20201110,20201122,20201117,20610,SO46201,3578.27
320,20201110,20201122,20201117,25935,SO46202,699.0982
346,20201110,20201122,20201117,11999,SO46203,3399.99
348,20201110,20201122,20201117,11988,SO46204,3374.99
313,20201111,20201123,20201118,12162,SO46205,3578.27
348,20201111,20201123,20201118,20023,SO46206,3374.99
348,20201111,20201123,20201118,26091,SO46207,3374.99
311,20201111,20201123,20201118,20284,SO46208,3578.27
312,20201111,20201123,20201118,12849,SO46209,3578.27
313,20201111,20201123,20201118,12866,SO46210,3578.27
328,20201112,20201124,20201119,18163,SO46211,699.0982
312,20201112,20201124,20201119,12173,SO46212,3578.27
314,20201112,20201124,20201119,12050,SO46213,3578.27
311,20201112,20201124,20201119,12072,SO46214,3578.27
310,20201112,20201124,20201119,20429,SO46215,3578.27
314,20201112,20201124,20201119,20456,SO46216,3578.27
314,20201112,20201124,20201119,20614,SO46217,3578.27
313,20201113,20201125,20201120,12820,SO46218,3578.27
313,20201113,20201125,20201120,24332,SO46219,3578.27
313,20201113,20201125,20201120,24344,SO46220,3578.27
314,20201113,20201125,20201120,23866,SO46221,3578.27
336,20201113,20201125,20201120,14891,SO46222,699.0982
326,20201113,20201125,20201120,14892,SO46223,699.0982
328,20201113,20201125,20201120,14902,SO46224,699.0982
313,20201113,20201125,20201120,20261,SO46225,3578.27
313,20201113,20201125,20201120,13263,SO46226,3578.27
351,20201113,20201125,20201120,11990,SO46227,3374.99
349,20201113,20201125,20201120,11993,SO46228,3374.99
344,20201114,20201126,20201121,11395,SO46229,3399.99
344,20201114,20201126,20201121,11493,SO46230,3399.99
310,20201114,20201126,20201121,12016,SO46231,3578.27
311,20201114,20201126,20201121,12058,SO46232,3578.27
314,20201114,20201126,20201121,23867,SO46233,3578.27
312,20201114,20201126,20201121,12110,SO46234,3578.27
312,20201114,20201126,20201121,12151,SO46235,3578.27
350,20201114,20201126,20201121,12001,SO46236,3374.99
312,20201114,20201126,20201121,12843,SO46237,3578.27
311,20201115,20201127,20201122,14838,SO46238,3578.27
312,20201115,20201127,20201122,14927,SO46239,3578.27
314,20201115,20201127,20201122,23868,SO46240,3578.27
345,20201115,20201127,20201122,20034,SO46241,3399.99
314,20201115,20201127,20201122,20423,SO46242,3578.27
311,20201115,20201127,20201122,20613,SO46243,3578.27
310,20201115,20201127,20201122,13504,SO46244,3578.27
314,20201115,20201127,20201122,14967,SO46245,3578.27
314,20201116,20201128,20201123,12143,SO46246,3578.27
334,20201116,20201128,20201123,14882,SO46247,699.0982
324,20201116,20201128,20201123,14896,SO46248,699.0982
347,20201116,20201128,20201123,12000,SO46249,3399.99
313,20201116,20201128,20201123,14940,SO46250,3578.27
350,20201116,20201128,20201123,11998,SO46251,3374.99
313,20201117,20201129,20201124,14939,SO46252,3578.27
311,20201117,20201129,20201124,12082,SO46253,3578.27
310,20201117,20201129,20201124,12096,SO46254,3578.27
312,20201117,20201129,20201124,20451,SO46255,3578.27
314,20201117,20201129,20201124,15652,SO46256,3578.27
346,20201117,20201129,20201124,11992,SO46257,3399.99
313,20201118,20201130,20201125,12160,SO46258,3578.27
313,20201118,20201130,20201125,12025,SO46259,3578.27
310,20201118,20201130,20201125,12108,SO46260,3578.27
348,20201118,20201130,20201125,26075,SO46261,3374.99
313,20201118,20201130,20201125,20445,SO46262,3578.27
310,20201118,20201130,20201125,12834,SO46263,3578.27
350,20201119,20201201,20201126,28491,SO46264,3374.99
312,20201119,20201201,20201126,11934,SO46265,3578.27
314,20201119,20201201,20201126,20425,SO46266,3578.27
314,20201119,20201201,20201126,20448,SO46267,3578.27
311,20201119,20201201,20201126,20615,SO46268,3578.27
312,20201119,20201201,20201126,15638,SO46269,3578.27
312,20201120,20201202,20201127,24309,SO46270,3578.27
313,20201120,20201202,20201127,12172,SO46271,3578.27
311,20201120,20201202,20201127,12116,SO46272,3578.27
351,20201120,20201202,20201127,26060,SO46273,3374.99
350,20201120,20201202,20201127,26070,SO46274,3374.99
313,20201120,20201202,20201127,20450,SO46275,3578.27
311,20201120,20201202,20201127,20612,SO46276,3578.27
322,20201121,20201203,20201128,19482,SO46277,699.0982
326,20201121,20201203,20201128,19496,SO46278,699.0982
312,20201121,20201203,20201128,12155,SO46279,3578.27
311,20201121,20201203,20201128,12121,SO46280,3578.27
347,20201121,20201203,20201128,26057,SO46281,3399.99
345,20201121,20201203,20201128,26058,SO46282,3399.99
351,20201121,20201203,20201128,26093,SO46283,3374.99
328,20201121,20201203,20201128,14888,SO46284,699.0982
346,20201121,20201203,20201128,12005,SO46285,3399.99
338,20201122,20201204,20201129,18175,SO46286,699.0982
312,20201122,20201204,20201129,12026,SO46287,3578.27
311,20201122,20201204,20201129,12059,SO46288,3578.27
313,20201122,20201204,20201129,12075,SO46289,3578.27
351,20201122,20201204,20201129,26066,SO46290,3374.99
313,20201122,20201204,20201129,20258,SO46291,3578.27
313,20201122,20201204,20201129,20418,SO46292,3578.27
311,20201122,20201204,20201129,14951,SO46293,3578.27
345,20201122,20201204,20201129,11986,SO46294,3399.99
330,20201123,20201205,20201130,20567,SO46295,699.0982
314,20201123,20201205,20201130,12170,SO46296,3578.27
313,20201123,20201205,20201130,12033,SO46297,3578.27
314,20201123,20201205,20201130,12071,SO46298,3578.27
314,20201123,20201205,20201130,20264,SO46299,3578.27
314,20201123,20201205,20201130,20452,SO46300,3578.27
313,20201124,20201206,20201201,12817,SO46301,3578.27
310,20201124,20201206,20201201,12083,SO46302,3578.27
340,20201124,20201206,20201201,25922,SO46303,699.0982
350,20201124,20201206,20201201,12002,SO46304,3374.99
311,20201124,20201206,20201201,14952,SO46305,3578.27
311,20201125,20201207,20201202,12164,SO46306,3578.27
314,20201125,20201207,20201202,20427,SO46307,3578.27
310,20201125,20201207,20201202,20609,SO46308,3578.27
350,20201125,20201207,20201202,11994,SO46309,3374.99
336,20201125,20201207,20201202,25938,SO46310,699.0982
314,20201126,20201208,20201203,12841,SO46311,3578.27
314,20201127,20201209,20201204,12153,SO46312,3578.27
313,20201127,20201209,20201204,12078,SO46313,3578.27
312,20201127,20201209,20201204,12112,SO46314,3578.27
311,20201127,20201209,20201204,12142,SO46315,3578.27
351,20201127,20201209,20201204,26083,SO46316,3374.99
334,20201127,20201209,20201204,14884,SO46317,699.0982
312,20201127,20201209,20201204,20444,SO46318,3578.27
311,20201128,20201210,20201205,12103,SO46319,3578.27
351,20201128,20201210,20201205,26084,SO46320,3374.99
330,20201128,20201210,20201205,14894,SO46321,699.0982
313,20201129,20201211,20201206,12440,SO46390,3578.27
312,20201129,20201211,20201206,20995,SO46391,3578.27
313,20201129,20201211,20201206,13537,SO46392,3578.27
314,20201129,20201211,20201206,15695,SO46393,3578.27
314,20201130,20201212,20201207,15055,SO46394,3578.27
346,20201130,20201212,20201207,11496,SO46395,3399.99
311,20201130,20201212,20201207,12442,SO46396,3578.27
328,20201130,20201212,20201207,27014,SO46397,699.0982
311,20201130,20201212,20201207,20992,SO46398,3578.27
314,20201130,20201212,20201207,20820,SO46399,3578.27
314,20201130,20201212,20201207,20987,SO46400,3578.27
310,20201130,20201212,20201207,20993,SO46401,3578.27
313,20201130,20201212,20201207,20616,SO46402,3578.27
314,20201130,20201212,20201207,14990,SO46403,3578.27
312,20201130,20201212,20201207,15692,SO46404,3578.27
310,20201130,20201212,20201207,20994,SO46405,3578.27
312,20201201,20201213,20201208,12779,SO46406,3578.27
342,20201201,20201213,20201208,27026,SO46407,699.0982
351,20201201,20201213,20201208,12011,SO46408,3374.99
313,20201202,20201214,20201209,15073,SO46409,3578.27
348,20201202,20201214,20201209,11548,SO46410,3374.99
314,20201202,20201214,20201209,24661,SO46411,3578.27
311,20201202,20201214,20201209,24493,SO46412,3578.27
346,20201202,20201214,20201209,20075,SO46413,3399.99
338,20201202,20201214,20201209,15006,SO46414,699.0982
310,20201202,20201214,20201209,20819,SO46415,3578.27
313,20201203,20201215,20201210,12181,SO46416,3578.27
314,20201203,20201215,20201210,12441,SO46417,3578.27
312,20201203,20201215,20201210,20988,SO46418,3578.27
344,20201203,20201215,20201210,12021,SO46419,3399.99
313,20201203,20201215,20201210,13511,SO46420,3578.27
336,20201203,20201215,20201210,25949,SO46421,699.0982
311,20201204,20201216,20201211,12884,SO46422,3578.27
313,20201204,20201216,20201211,12362,SO46423,3578.27
312,20201204,20201216,20201211,12435,SO46424,3578.27
313,20201204,20201216,20201211,24496,SO46425,3578.27
344,20201204,20201216,20201211,26107,SO46426,3399.99
350,20201204,20201216,20201211,20182,SO46427,3374.99
311,20201204,20201216,20201211,20629,SO46428,3578.27
345,20201205,20201217,20201212,11428,SO46429,3399.99
314,20201205,20201217,20201212,13564,SO46430,3578.27
310,20201205,20201217,20201212,12901,SO46431,3578.27
342,20201205,20201217,20201212,15016,SO46432,699.0982
312,20201205,20201217,20201212,20991,SO46433,3578.27
313,20201205,20201217,20201212,20996,SO46434,3578.27
348,20201205,20201217,20201212,12251,SO46435,3374.99
347,20201205,20201217,20201212,12337,SO46436,3399.99
313,20201206,20201218,20201213,15054,SO46437,3578.27
313,20201206,20201218,20201213,12174,SO46438,3578.27
313,20201206,20201218,20201213,20817,SO46439,3578.27
312,20201206,20201218,20201213,20621,SO46440,3578.27
312,20201206,20201218,20201213,15661,SO46441,3578.27
314,20201206,20201218,20201213,14997,SO46442,3578.27
314,20201206,20201218,20201213,15662,SO46443,3578.27
351,20201206,20201218,20201213,12246,SO46444,3374.99
312,20201207,20201219,20201214,12772,SO46445,3578.27
312,20201207,20201219,20201214,12777,SO46446,3578.27
312,20201207,20201219,20201214,20984,SO46447,3578.27
344,20201207,20201219,20201214,12250,SO46448,3399.99
345,20201207,20201219,20201214,12007,SO46449,3399.99
314,20201208,20201220,20201215,12446,SO46450,3578.27
310,20201208,20201220,20201215,12709,SO46451,3578.27
349,20201208,20201220,20201215,26112,SO46452,3374.99
313,20201208,20201220,20201215,20626,SO46453,3578.27
310,20201208,20201220,20201215,20812,SO46454,3578.27
314,20201208,20201220,20201215,15669,SO46455,3578.27
346,20201208,20201220,20201215,12014,SO46456,3399.99
324,20201208,20201220,20201215,25947,SO46457,699.0982
310,20201209,20201221,20201216,12771,SO46458,3578.27
313,20201209,20201221,20201216,12190,SO46459,3578.27
312,20201209,20201221,20201216,12438,SO46460,3578.27
311,20201209,20201221,20201216,20821,SO46461,3578.27
345,20201209,20201221,20201216,12013,SO46462,3399.99
348,20201210,20201222,20201217,11423,SO46463,3374.99
310,20201210,20201222,20201217,12885,SO46464,3578.27
311,20201210,20201222,20201217,12898,SO46465,3578.27
311,20201210,20201222,20201217,12915,SO46466,3578.27
314,20201210,20201222,20201217,12180,SO46467,3578.27
311,20201210,20201222,20201217,24431,SO46468,3578.27
332,20201210,20201222,20201217,19033,SO46469,699.0982
322,20201210,20201222,20201217,14915,SO46470,699.0982
310,20201210,20201222,20201217,14979,SO46471,3578.27
344,20201210,20201222,20201217,12248,SO46472,3399.99
311,20201210,20201222,20201217,14969,SO46473,3578.27
342,20201210,20201222,20201217,25944,SO46474,699.0982
322,20201211,20201223,20201218,20575,SO46475,699.0982
350,20201211,20201223,20201218,26110,SO46476,3374.99
346,20201211,20201223,20201218,12009,SO46477,3399.99
326,20201211,20201223,20201218,25939,SO46478,699.0982
310,20201212,20201224,20201219,12768,SO46479,3578.27
347,20201212,20201224,20201219,26114,SO46480,3399.99
313,20201212,20201224,20201219,20623,SO46481,3578.27
346,20201212,20201224,20201219,12245,SO46482,3399.99
312,20201213,20201225,20201220,12883,SO46483,3578.27
312,20201213,20201225,20201220,12437,SO46484,3578.27
313,20201213,20201225,20201220,12755,SO46485,3578.27
332,20201213,20201225,20201220,19901,SO46486,699.0982
338,20201213,20201225,20201220,14913,SO46487,699.0982
312,20201213,20201225,20201220,20628,SO46488,3578.27
313,20201214,20201226,20201221,24666,SO46489,3578.27
313,20201214,20201226,20201221,12189,SO46490,3578.27
314,20201215,20201227,20201222,24759,SO46491,3578.27
312,20201215,20201227,20201222,12198,SO46492,3578.27
328,20201215,20201227,20201222,15023,SO46493,699.0982
313,20201215,20201227,20201222,20983,SO46494,3578.27
311,20201215,20201227,20201222,20989,SO46495,3578.27
312,20201215,20201227,20201222,20627,SO46496,3578.27
310,20201216,20201228,20201223,13558,SO46497,3578.27
313,20201216,20201228,20201223,12881,SO46498,3578.27
310,20201216,20201228,20201223,12179,SO46499,3578.27
314,20201216,20201228,20201223,12208,SO46500,3578.27
328,20201216,20201228,20201223,19518,SO46501,699.0982
328,20201216,20201228,20201223,19051,SO46502,699.0982
310,20201216,20201228,20201223,12764,SO46503,3578.27
342,20201216,20201228,20201223,15005,SO46504,699.0982
347,20201216,20201228,20201223,12241,SO46505,3399.99
349,20201216,20201228,20201223,12242,SO46506,3374.99
320,20201216,20201228,20201223,25941,SO46507,699.0982
349,20201217,20201229,20201224,28504,SO46508,3374.99
310,20201217,20201229,20201224,12886,SO46509,3578.27
311,20201217,20201229,20201224,24386,SO46510,3578.27
313,20201217,20201229,20201224,24392,SO46511,3578.27
311,20201217,20201229,20201224,12209,SO46512,3578.27
313,20201217,20201229,20201224,24418,SO46513,3578.27
342,20201217,20201229,20201224,19028,SO46514,699.0982
340,20201217,20201229,20201224,19904,SO46515,699.0982
351,20201217,20201229,20201224,26116,SO46516,3374.99
313,20201217,20201229,20201224,20624,SO46517,3578.27
314,20201217,20201229,20201224,20814,SO46518,3578.27
310,20201217,20201229,20201224,15660,SO46519,3578.27
312,20201217,20201229,20201224,24491,SO46520,3578.27
310,20201218,20201230,20201225,12770,SO46521,3578.27
312,20201218,20201230,20201225,12882,SO46522,3578.27
313,20201218,20201230,20201225,12756,SO46523,3578.27
351,20201218,20201230,20201225,26111,SO46524,3374.99
314,20201218,20201230,20201225,20816,SO46525,3578.27
